State,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
NC,17417948.69,484491.0173,2517304.077,43642.78257,1940745.702,2724226.839,1403817.464,1154570.868,10396890.99,4892305.364,78732.55594,1667454.021,6553493.753,496570.6594,3693135.377,3419210.86,3142927.966,20695736.33,1243452.462,5084037.07,19147788.65,837091.0076,4448637.189,11203865.07,4282051.175,6989496.52,15220437.99,17617836.33,1903229.739,13207548.21,13408085.67,6479825.439,7806154.511,1522797.303,10598400.32,10187098.96,2858321.61,14268050.28,15462964.82,21634210.03,27061019.02,6470661.074,5643142.936,2296554.065,14403826.15,10005950.53,5860631.919,11031107.36,22134492.34,39207663.87,24501793.2,14211268.9,13480733.97,12361668.76,31716864.73,51765199.83,23362191.6,11478083.98,31127921.8,26392929.09,25435539.68,30105083.87,30042343.31,33279639.48,46850374.56,38379761.85,20026510.82,28708129.42,19752894.25,47264160.23,32549510.12,33822342.19,48760876.44,41123160.47,25667977.95,33726867.56,41414870.24,27348234.02,33428139.66,43889994.12,101521399.5,56267700.07,64982290.02,30755206.15,58139230.41,60872375.05,87498953.65,20288796.92,49649531.46,60088786.91,41219837.11,22072145.02,23222272.48,11608567.1,20402157.83,27637657.96,15511796.55,26788408.17,46296301.43,50859964.62,62018643.62,75432676.05,81603721.72,80265488.44,78957349.36,77278350.66,83929269,91028587.78,89763852.27,85298523.25,65719321.21,53659978,54108216.52,49407231.2,53524889.54,60721046.04,66592084.9,71957384.53,75245949.09,77097693.86,76428793.95,76055312.14,75245243.52,74333089.83,73742858.04,73726420.56,73124473.78,72721740.49,72596884.54,72623840.51,72976193.38
ND,4317507.37,290256.2812,1846736.23,221630.3521,1473687.475,1441150.718,2726428.337,4113204.271,661585.0456,3544888.17,2257111.719,3164546.733,4388414.723,810248.1042,1463274.47,982810.8568,1162646.898,2424345.685,2980937.948,733158.5348,8996377.291,548041.7811,894372.7117,4665183.525,1961228.316,4690515.271,2134571.674,3063200.001,1580428.56,7065917.91,2449095.47,1916852.293,708834.939,1747463.974,221686.6814,2132167.705,2787627.588,1453790.065,3785880.33,3181628.106,1446612.296,577851.4344,1990524.957,83195.06702,144298.0779,1230287.12,1066718.835,1070288.924,2187990.859,2167565.167,5653243.629,1881916.387,3943414.032,3432468.481,5956668.292,3338004.681,2133709.051,3112853.274,1166723.694,5681897.384,2291911.021,2684489.143,1896677.164,1914287.028,6053676.717,3971341.855,4234720.652,4711666.861,5271346.495,6817780.116,4445914.204,5332480.744,4446044.486,3632887.775,9819326.401,3759180.343,3004975.981,4196624.599,4790159.686,3994745.929,1900397.726,4188323.476,5614315.48,3775759.834,2713427.523,10243189.43,6528020.985,2241546.773,4846328.262,2035907.102,4734579.175,2192187.932,4163113.642,2777271.112,3474863.129,2154301.565,951663.7451,3000142.869,5283977.62,6593249.029,7457658.054,3442080.777,1958977.926,3623959.609,5313660.451,5166857.523,5238042.058,5267040.517,5232282.347,5254342.654,4231584.818,3757628.711,3449878.909,3263232.175,3382927.439,3641735.727,3819781.611,4013291.031,4111231.421,4165987.342,4085203.427,4042422.843,3992403.898,3935506.607,3886976.117,3868124.838,3824240.153,3793320.345,3780571.285,3776782.671,3772064.999
NE,14351340.7,904324.4829,5420743.273,617878.5573,3916998.301,3648114.709,6545728.792,9433276.861,1454735.299,7517717.794,4662103.172,6589193.197,8966047.991,1657748.995,2983191.822,1950289.251,2273580.974,4712986.694,5933753.841,1459528.565,18104164.83,1110505.714,1813627.508,9510350.982,4072145.398,9796830.496,4436367.858,6364182.651,3258297.077,14414891.88,4955647.726,3901358.196,1453321.339,3590856.979,455909.2168,4375717.305,5701202.206,2971946.408,7759006.673,6511468.7,2974596.533,1195165.894,4230292.318,189093.5498,328588.8816,2728713.741,2350524.31,2342414.34,4772083.511,4727252.676,12119312.27,4100334.38,8502986.507,7428560.686,13063724.24,7457590.945,4862628.946,7090388.013,2662671.401,12844030.17,5116908.942,5999875.577,4278619.625,4399554.488,13874575.83,9068611.138,9598265.144,10603071.02,12268932.66,16105770.42,10689136.61,12801186.83,10700992,8782937.931,23817830.69,9079640.332,7216587.107,10055083.32,11501984.63,9589798.472,4570574.781,10024687.35,13275012.92,8839982.199,6334571.331,23977094.66,15350402.77,5311295.062,11621445.34,4960581.484,11741765.86,5498815.865,10498449.51,7026319.967,8807443.677,5490764.478,2439131.863,7751620.804,13758814.69,17334901.18,19907516.59,9263286.558,5305320.665,9863187.747,14418312.53,14086919.96,14298007.29,14388992.31,14293795.63,14323181.87,11483509.34,10123756.05,9635607.517,9138287.489,9499651.559,10254975.7,10787571.93,11368289.9,11682566.95,11876893.65,11687297.41,11607792.04,11508728.71,11391438.35,11299297.37,11295660.79,11221733.96,11188761.34,11212340.97,11265425.83,11319609.07
NH,6277906.109,547389.9573,388449.1746,1645516.572,2569512.25,3457122.824,2495034.657,516002.7632,645215.7917,768205.8122,3957473.412,3545476.306,494587.0161,704505.8721,164424.4598,632431.882,1431257.819,2200603.536,1175896.668,1589069.967,5208583.769,1594063.957,527631.7344,1054426.605,4806093.219,3030045.298,2456431.519,2088174.917,1886470.454,7306166.824,2992011.596,1372600.82,840060.4017,924214.0786,3115.739565,473851.7458,659174.0132,1330036.472,2880352.348,686751.6371,590495.6811,618000.8046,530522.5085,519719.3695,439434.1262,1184174.379,1157512.313,357359.1923,574268.02,795242.1744,3022975.402,1161709.459,2611480.87,1137619.037,2646921.723,1058032.543,4087123.868,4253825.462,2528389.417,2257358.243,3296532.459,2772201.39,2719324.741,3118343.142,3260382.708,4227714.004,4670653.495,3509171.08,2946102.779,4698669.321,4439359.106,2475139.071,4624429.713,2852245.458,3049280.73,5501141.14,2033944.462,813473.9041,2081203.071,2665175.092,1533399.203,3095202.175,4493152.397,2588482.696,4101366.735,6257901.755,3912836.875,5399151.241,2776745.76,3596191.604,443504.6109,897461.5279,1912135.424,5703033.509,3897850.918,1481675.947,209002.8446,8949755.963,3941122.319,1184190.86,19703651.35,3469613.086,9080217.187,8557236.525,8046568.053,8339430.318,9522910.685,8210541.863,8739234.226,6974431.664,5718782.869,5387160.962,6393441.861,5926705.388,6046924.765,6569650.729,6873302.918,7294048.616,7541143.825,7761388.789,7689025.518,7713605.167,7705852.303,7676586.828,7649099.792,7672591.507,7649975.026,7655004.594,7699280.268,7774306.875,7864439.22
NJ,28707706.58,2509756.382,1820677.427,8223406.421,12942260.72,17579837.34,13461162.89,2822766.889,3622555.017,4432779.246,23414285.85,21420586.02,3042735.79,4379490.945,1037510.901,4068692.695,9385191.723,14650998.04,8132394.457,11249037.06,37515880.39,11705186.78,3954313.22,8081609.652,37575866.68,24187551.13,19937947.41,17435812.45,15994689.66,62407493.49,26119105.52,12032160.38,7301790.833,7957541.344,26542.20642,4024291.853,5596812.204,11303927.43,24349370.36,5786933.693,5010811.928,5365255.965,4739407.94,4753969.817,4006945.387,10598231.7,10525395.37,3254999.507,5272222.168,7294444.635,27684090.52,10993416.92,25016522.36,10874972.47,25609206.57,10451158.08,40546290.67,42664679.51,25632037.29,22781895.69,32949032.01,27781190.61,27567264.57,31459740.31,32809798.87,42468439.32,46754899.71,35302982.48,29283500.79,46423383.06,43155701.93,23655219.22,43426043,26113648.25,27403108.13,48718649.84,17661838.53,6862324.002,17160036.63,21596750.43,12267098.68,24479083.26,35230349.59,21647605.71,27496545.56,36274644.02,25887543.44,26535433.41,38892515.88,12281494.54,13473964,12500273.91,36165613.57,15975845.38,23816949.66,27531721.16,9842364.853,20617906.35,14735912.87,25194910.18,9565959.459,41204067.87,17481574.97,37014152.99,56630581.88,53166496.95,56238489.57,58198819.54,57926138.95,54879109.65,42851164.8,39912866.5,40407879.73,37658046.18,38711416.32,41427037.2,43464181.22,45749840.68,47043695.92,48161486.7,47716369.23,47733678.78,47629256.69,47357337.49,47240204.85,47322636.47,47236369.22,47085514.21,47304356.19,47582138.89,47909458.36
NM,3308128.224,2051901.91,2044998.42,810306.0773,2667968.413,1801975.057,1203567.615,956691.6296,1974349.698,4804110.928,1572334.372,264799.1627,1581329.029,186398.2601,2596322.148,554681.8014,243907.3419,949124.3941,3470420.383,3224053.911,5354901.171,281194.0354,4879241.222,1373157.05,295507.5769,3005898.316,7495666.167,1939198.177,1046602.098,4169922.801,1166150.704,459146.1329,3618577.727,2084337.814,118064.4622,1434733.811,2771321.117,2374657.757,2747224.626,2755946.321,3111337.883,4922367.34,759531.6637,2148733.002,3424494.431,1748884.637,320609.089,2523294.791,1674705.234,4154019.088,4163303.868,730140.7671,4189749.752,1248665.063,4772662.245,2440307.012,5109200.204,1795530.254,5150442.709,3278241.886,8127287.878,1209606.549,4689545.129,4830108.035,5122584.782,5007732.415,3776902.996,5770688.623,6746484.646,8140751.783,4274917.148,4825199.022,7217420.606,7910037.941,4903232.702,4078959.474,7542803.641,8726166.581,5939523.367,7327599.908,5113676.686,11412268.62,19261308.42,11012953.64,10336457.25,18165460.52,11246600.22,10977915.37,17923218.08,10241102.96,7792783.76,4834160.687,8323756.097,1744330.609,4940862.612,12264691.17,1377008.776,8469368.484,16282090.43,15267461.22,12855235.87,12117576.77,21498849.25,18433730.12,15370081.62,15570168.8,18100579.05,19381466.37,19259609.32,20137201.79,12078286.95,9533773.217,9050939.972,8744982.063,9401911.052,10531069.14,11418858.88,12180452.1,12566213.59,12701440.97,12435720.4,12245813.01,11988978.51,11691687.69,11434630.68,11239552.04,10937478.49,10653567.99,10421504.59,10222035.83,10089249.93
NV,725762.8246,448230.9998,459655.6082,183999.6333,617381.1204,416927.5621,286350.6593,229876.434,483649.4226,1193377.874,391888.8101,64217.76101,378957.5483,44432.1434,619237.7536,129583.7827,56498.31083,212961.4292,699534.9987,685779.4231,1150639.921,60798.71035,1053916.104,294761.461,63647.7858,645205.4467,1618171.108,416218.1453,223912.468,893554.8859,251254.9527,98990.22132,787717.6005,445649.065,25098.30216,302049.2233,572399.6582,486261.9264,562297.4382,563836.0542,662111.4517,1167359.843,207282.5457,607600.5305,994208.0605,485258.4933,81723.88542,645998.1509,432539.7623,1012703.411,978890.0241,171079.0082,1031761.504,322076.306,1332342.147,736755.1105,1584739.517,551166.3117,1563734.863,995244.2722,2435622.55,368968.0354,1530784.161,1736668.058,2056285.297,2120570.585,1657060.208,2555836.272,3029171.606,3800109.484,2054278.733,2381230.179,3658493.716,4071119.254,2586700.139,2180140.302,4103275.794,4868922.742,3451526.317,4365382.673,3141823.043,7258436.37,12449970.45,7124002.236,6748289.681,12010821.98,7539716.778,7598500.606,12928521.36,7745221.369,6247980.852,4015292.24,7007036.088,1490782.535,4352317.668,11122797.56,1288491.736,8236573.038,16378240.64,15876538.36,14249579.79,13881994.75,25189337.74,22078860.26,18941838.48,19598088.61,23271346.77,25332068.47,25418432.87,26542413.47,15812447.92,12469136.05,12782123.34,12593310.07,13807990.9,15775358.84,17448494.89,18987905.96,19987783.15,20614932.93,20597218.08,20699173.78,20681768.58,20584481.49,20546982.58,20612393.76,20476943.04,20367268.65,20351273.52,20396089.42,20575812.11
NY,110975704.4,9896863.572,7229523.514,32455099.69,50045512.54,66069458.42,49834559.7,10367629.99,13136472.92,15925565.97,83896599.92,75907662.86,10667808.89,15202241.75,3565629.971,13847831.28,31674217.99,49196042.8,26553884.76,36774594.36,120618599.8,36979443.59,12388231.57,25026920.21,115188488,73843326.14,59723649.27,50071387.39,46754638.45,190414039.4,81201653.78,37521649.64,23041403.55,25432356.39,86026.86761,13176230.98,18474687.88,37359922.6,80246022.53,18952943.65,16149816.84,16732687.09,14340652.09,14407025.9,12169241.55,32235858.1,31393421,9855219.381,16009929.78,22219036.51,84467160.42,32699156.6,74156294.17,32292158.65,75556715.04,30327733.53,116345830,121769472.2,72244049.42,63194668.26,91140704.67,76647499.19,75071843.71,85364643.51,87718863.58,112158765.6,122528652.5,91944404.68,75808254.43,119627193.1,109776563.6,59642316.56,108575734.5,64729859.11,67456657.3,119533056.9,43170837.46,16659810.65,41274336.09,51551366.62,29245319.53,58055166.9,83393256.29,51270777.84,64925389.07,85306216.34,60568588.13,61813788.84,90476208.06,28586154.32,31270449.84,28952505.16,83542028.18,36802556.08,54608815.12,62736155.36,22295422.19,46444772.96,33054244,56298481.24,21560719.8,92584600.54,39117602.06,82519238.13,125738528.5,117570146.6,124042416.2,128312291.8,127756944,121014476.5,94412339.67,88073705.68,86402164.17,80189104.96,82091397.56,87487255.43,91411362.6,95822866.78,98130477.54,100054630.6,98729188.25,98366905.4,97756218.22,96807230.37,96177621.77,95955893.7,95392351.09,94702086.96,94757213.87,94928196.88,95195999.53
OH,55966193.66,3536764.397,21513730.42,2454724.051,15604985.19,14637696.75,26384233.72,38012247.06,5860290.262,30026160.88,18625063.26,26123766.78,35609474.69,6648291.916,12057853.66,8051076.145,9568655.301,20208993.53,25998840.88,6429845.607,80758501.41,5023150.752,8368674.493,44513626.13,19303741.01,46934331.66,21326043.27,30664636.84,15704469.06,69464053.52,23923568.95,18869719.48,7043260.777,17474639.74,2227093.432,21598540.62,28552191.61,15112758.1,40006281.01,34019706.73,15661838.43,6537707.773,23794113.93,1046490.33,1869389.706,15583636.86,14058231.38,14267432.8,29711406.9,28948068.81,72880265.2,25116105.96,53670643.28,48420914.16,86503302.38,48941119.03,32047404.94,47862662.27,18480826.3,88915258.26,35198241.1,41215800.19,29157342.87,29838235.32,93869589.59,61681241.75,66561456.65,75226458.54,87692975.09,115452134.8,76695697.42,91331945.67,75709349.54,61827072.98,166592076.7,63372761.25,50033510.6,69568565.17,79398859.97,66069415.3,31437501.23,68513530.31,90278337.61,73024546.62,65146530.3,33295138.54,71147626.26,19775607.32,22977084.46,26722489.75,48931082.35,27863954.15,14449447.89,39528652.9,26917316.05,33864640.8,59190030.02,35848177.62,36075728.57,80758032.62,58706680.81,82448963.51,28331604.33,56566361.8,84708598.58,87069969.37,94650111.24,92504484.04,96675531.61,80093698.27,68243656.1,55433980.17,55488865.56,57114164.58,60292941.29,65714235.76,69932503.8,73988791.88,76379124.86,77615862.04,76559821.57,75918676.17,74969699.31,73954216.88,73271394.37,73309397.55,72973406.03,72812242.02,72912767.13,73021524.76,73214469.37
OK,7345471.247,230422.5191,1321713.337,24568.29351,1154633.04,1696166.589,911771.6699,775564.469,7271028.341,3566837.168,59235.52498,1255718.889,4921495.309,373584.2768,2782436.566,2571666.882,2385023.331,15932302.91,970800.1184,4017091.223,15204291.22,665631.0238,3525956.883,8761008.582,3297028.096,5350163.83,11604362.32,13421450.47,1447492.053,9999458.781,10165081.68,4890395.895,5791116.796,1114605.615,7669726.137,7314600.701,2020302.034,9837999.809,10446491.35,14363293.11,17604048.47,4078193.187,3502258.785,1385851.591,8266015.964,5743579.869,3365198.253,6242863.358,12050809.1,21102565.19,13425392.59,7623035.016,7280055.654,6546883.796,16960192.25,27456789.16,12323569.62,5996563.103,16125913.78,13551685.66,12996913.17,15378411.53,15333642.95,17159482.69,24097018.88,19549541.34,10048259.6,14389246.24,9928302.463,23641525.39,16385234.56,17020599.87,24454676.65,20569248.12,12830763.42,16870054.9,20876057.05,13805001.74,16932242.5,22424064.6,52217594.99,29246965.92,34613344.19,24910138.01,25846565.06,16894962.29,19180026.79,12634755.36,10266345.15,19700460.7,4228083.414,8169467.532,9938279.574,9513366.376,12533306.98,8376868.335,3451178.827,10385541.59,18702016.72,41410952.19,40357291.26,25985878.57,28109834.24,30000410.68,31866465.03,30370001.36,31646317.31,32513014.32,37026155.84,36629155.14,31094938.41,24202632.79,24664404.27,18827641.5,20068520.16,22440241.77,24332862.23,26017486.39,26977234.83,27426321.21,26999990.51,26672125.7,26194349.15,25680582.26,25280459.15,25059269.43,24673797.08,24363092.99,24154333.65,24001835.98,23956108.06
OR,7004455.168,4322938.976,4258849.92,1694919.699,5556430.083,3745281.49,2483197.123,1960710.76,4041454.079,9837717.601,3235472.249,548625.8101,3303012.705,391219.6041,5491072.128,1177316.074,520886.8657,2006044.08,6931755.896,6893419.136,11624413.56,606467.1357,10591206.28,2994345.086,648601.2458,6702545.994,16832699.46,4375020.277,2354854.72,9402183.077,2610866.682,1017282.487,7975640.705,4540049.849,252263.5472,3023512.726,5809006.432,4947597.076,5714013.014,5696324.996,6363301.208,10418686.6,1674903.489,4913114.223,8012147.311,4070960.514,764661.2496,5900694.519,3895630.552,9230436.823,9257157.512,1584517.481,9017937.562,2644329.056,10170837.23,5157285.774,10763550.8,3629218.175,9986975.817,6228302.865,15117951.9,2246774.428,8684162.845,8969495.82,9597724.571,9398209.541,7229111.763,11283501.39,13351293.11,16412541.82,8791196.432,9849810.009,14701826.97,16040978.74,9903528.095,8192285.84,15083527.02,17561672.23,12081647.04,14761105.12,10334568.78,22845824.75,37636764.13,12668925.17,7698673.656,13193083.19,23225948.54,7953937.505,17360925.9,9178057.56,16164813.66,10646264.54,7160490.023,2486388.692,10865619.07,15738905.77,8218856.484,12148177.77,11506228.5,23661137.92,14483159.02,14824283.14,14555625.48,16626845.4,18646275.28,18862702.73,19721957.44,20702909.45,20568879.48,19214151.17,14229276.11,12177897.21,13380156.51,13435865.03,14828190.2,16920419.59,18625690.61,20192415.32,21243939.73,21886824.98,21775181.33,21750786.04,21561111.75,21308738.74,21103616.19,21068719.08,20860627.38,20686556.72,20592249.33,20540314.32,20592886.95
PA,96195197.25,8554961.007,6237031.124,27977958.16,43138764.63,56964884.36,42746256.42,8847678.586,11152585.11,13449840.04,70757053.63,64425900.47,9100856.937,13061442.58,3078680.61,11937687.13,27219629.05,42229926.46,22780325.45,31003006.15,102529329.2,31597258.83,10508177.91,21293365.52,98677401.91,62568124.9,50900656.58,43667949.71,39511075.62,152115332,61952617.8,28348587.57,17304535.36,18957045.17,63580.56049,9628746.285,13384932.61,27070804.69,59103642.41,13876587.67,11877124.51,12500012.19,10703098.59,10623873.86,8879267.629,23588031.26,23117442.28,7186655.472,11360567.54,15502000.36,59703764.18,22972859.45,51268006.7,22174212.38,51681863.33,20778847.37,79229546.08,81462244.96,48122082.92,42548930.37,61471912.53,51570229.14,50127099.44,56026560.72,57390773.59,73452545.42,80285493.51,60104216.56,49373639.26,77809698.86,71016927.36,38617122.05,70500951.24,42343041.75,44364550.46,79049802.39,28629001.31,11123864.67,27731778.79,34852536.61,19760905.42,39188382.89,56158044.89,34315176.45,43227673.79,56438073.96,40018386.43,40857383.58,59736930.16,18862346.14,20662327.63,19178778.55,55353398.25,24389373.53,36219734.42,41631105,14792512.96,30759495.69,21847243.13,37108297.58,13938463.24,59671167.59,25204587.97,53251491.38,81396889.59,76505356.5,81230094.25,84260888.7,83867917.04,79394413.9,61877495.53,57657427.82,56025956.11,52046848.87,53332186.12,56891707.37,59499456.18,62428292.54,63988826.54,65299882.66,64488442.53,64301415.82,63945525.09,63362432.14,62983173.38,62866469.83,62519279.69,62081398.83,62124429.94,62236664.24,62404542.1
RI,6552183.561,585919.8329,427389.0674,1921161.48,2973563.316,3931149.122,2957968.799,616031.6677,782399.5231,948226.1997,5004229.721,4563159.32,646154.0049,927572.6516,219108.6127,852284.0487,1923353.204,2983368.552,1614185.426,2163000.429,7191130.294,2233109.641,753425.3592,1526940.072,7035615.675,4488955.996,3613023.466,3033679.01,2732963.606,10701109.44,4404549.26,1988810.975,1199833.105,1307850.111,4381.508763,667924.0824,940110.9628,1919013.121,4121576.349,982475.3012,862939.8267,921956.3023,825012.1338,854949.6122,766118.7068,2002002.872,1804219.598,546963.9708,869132.561,1195101.279,4466275.687,1721701.731,3914780.669,1694989.972,3898715.029,1563304.816,6065696.2,6328680.889,3733834.974,3245899.353,4665109.362,3892006.878,3775373.185,4297589.995,4400763.101,5643328.648,6169960.904,4632518.063,3842191.429,6110258.27,5715426.381,3128989.481,5771101.578,3474674.829,3552693.055,6259584.28,2276601.048,888733.2616,2221960.676,2786279.703,1577611.789,3149371.955,4523736.701,2583749.515,4038515.14,6083377.923,3730710.416,5067890.934,2555727.389,3258048.882,400750.1715,813909.3355,1719343.737,5071136.191,3417464.548,1279393.483,177869.421,7528819.655,3282667.21,976842.5535,16690390.29,2921405.06,7627097.958,7163182.033,6702218.669,6858579.85,7737582.827,6613992.008,7006517.431,5583596.123,4572762.685,4296433.676,5093627.791,4693721.427,4759953.225,5139361.178,5342798.105,5633385.185,5785917.769,5915461.755,5820559.503,5798841.628,5752244.182,5689032.435,5626370.007,5600125.848,5539800.493,5499120.555,5485432.108,5491932.999,5507072.046
SC,12322028.02,342363.5901,1774725.113,30699.37928,1361504.794,1903372.531,980712.152,805182.914,7207928.629,3380056.42,53989.05119,1134103.174,4453995.754,336162.7792,2474293.92,2260578.146,2063601.729,13615616.01,860851.7048,3383341.435,12466778.93,534588.863,2787812.638,6894374.053,2587387.813,4147825.569,8878160.18,10103919.35,1073885.956,7330969.149,7387783.229,3567567.21,4228434.486,816383.3767,5645636.973,5423105.046,1521419.841,7595576.545,8243917.874,11525111.32,14401247.39,3537318.759,3173378.502,1236267.61,7861414.106,5477358.711,3061571.343,5830184.627,11514320.23,20340667.35,12726718.05,7474713.52,7145543.585,6543883.391,16706825.87,26846638.29,12085013.94,5975540.971,16389106.91,13900986.43,13303970.82,15747072.08,15520481.46,17131201.71,24304496.29,19781322.49,10270639.11,14776243.09,10103812.83,24170460.84,16585291.59,17304436.76,25011635.01,21184769.63,13346763.38,17644311.68,21738936.39,14390229.95,17669514.08,23290462.79,53883737.55,30031859.63,34629441.04,16367195.98,30860431.92,32151528,46268167.11,10710432.99,26140962.96,31637303.1,21666085.29,11642496.49,12238787,6072969.096,10593973.71,14231318.56,7936633.598,13667292.75,23557157.74,25831113.04,30882055.5,37348221.01,40259820.78,39551864.21,38872588.79,37906343.62,41016018.71,44367121.7,43669622.97,41431458.7,31866697.62,26002169.84,25490169.19,23156320.22,24954609.8,28157216.13,30708623.71,32994394.55,34300501.68,34933652.48,34417200.23,34033263.2,33454277.68,32832194.12,32354953.69,32130032.82,31651461.7,31262273.67,30994453.35,30791991.32,30727100.65
SD,5420422.025,350656.4321,2145399.771,244576.9289,1582201.28,1489619.912,2743684.213,4088574.305,660332.0436,3532113.798,2296027.439,3262084.132,4308360.723,776986.6878,1371229.785,896949.0659,1061004.455,2196948.661,2671595.331,685639.0001,8912819.607,553131.9525,912343.1062,4816370.028,2055929.372,4975009.977,2239496.856,3179760.123,1627960.246,7233654.834,2488597.01,1956316.899,725612.0973,1788946.798,224985.5904,2144897.064,2796024.057,1456009.592,3797583.206,3186568.522,1448872.627,575972.2427,2011010.634,89442.31564,152674.9326,1304645.133,1100404.693,1112878.275,2308707.596,2291011.09,5982026.781,2040819.923,4222306.801,3652281.734,6385626.401,3598531.875,2332112.665,3387516.798,1262988.025,6132403.811,2469606.654,2891965.433,2050541.771,2118637.919,6655284.341,4289538.737,4515295.364,4973830.705,5650277.154,7344758.289,4794690.543,5711402.013,4770910.861,3897254.398,10516070.11,4007224.605,3193860.399,4446645.044,5064337.621,4211579.546,2011183.922,4379346.413,5795802.257,3866821.594,2780224.787,10567319.55,6786621.537,2359873.384,5163095.857,2194501.925,5175104.132,2424632.117,4643161.704,3121707.663,3927176.18,2445447.993,1081700.386,3420994.65,6054287.059,7628195.991,8779788.409,4082547.312,2333025.792,4332575.759,6349606.032,6201718.094,6315708.102,6386902.426,6358636.734,6377158.845,5122220.248,4527634.594,4289477.333,4069926.464,4232385.975,4569587.558,4806853.883,5064558.908,5202870.796,5287017.743,5199208.951,5159579.63,5110373.797,5052423.807,5005000.403,4996378.025,4956923.01,4936193.778,4940763.441,4958870.475,4977850.214
TN,18574860.42,513419.6086,2651148.465,45752.40348,2007137.102,2803921.432,1443694.801,1171574.049,10503675.12,4899056.476,77669.08152,1609576.662,6284327.343,474496.1805,3491774.836,3171722.488,2881538.414,18948060.25,1128080.585,4622763.49,17231530.05,748045.4912,3993887.609,9994610.532,3785756.905,6110678.995,13132064.28,15179159.94,1620400.661,10977483.42,11088025.37,5407316.643,6557943.874,1280025.763,8930371.211,8577641.56,2384212.676,11781152.3,12680530.17,17694001.03,22222745.06,5360065.581,4647015.156,1867914.253,11603981.29,8150898.847,4861193.34,9266247.254,18552131.19,32440808.05,19966431.78,11631164.74,10997181.86,9958344.326,25789626.88,41673304.44,18515173.9,9023750.086,24690360.27,20851479.65,19914084.73,23535026.2,23335485.2,25969006.97,36733380.98,30139542.26,15640692.6,22410635.35,15393057.13,36628779.65,25133680.7,26087982.03,37662926.17,31643584.43,19768600.9,25995413.94,32102106.76,21274611.24,26038603.92,34370986.95,79244384.74,43713755.42,50158717.01,111637793.1,46033393.72,19128982.44,39528817.88,26048081.39,37279830.5,15770457.07,26591971.26,19621507.34,26356866.42,14742252.89,42694081.12,37928818.53,11347442.77,30519093.89,22753577.08,88690375.06,46630669.84,38236564.3,33907671.68,36233357.57,38580158.78,39487000.92,42052224.69,43126967.35,44587443.09,44378822.69,35171724.81,29251726.55,31473830.52,26649397.03,28242453.91,31086004.25,33364706.35,35633012.98,36915154.9,37694955.74,37431038.13,37282325.25,37024129.33,36820129.45,36834973.44,37219236.06,37389695.27,37704574.03,38099841.45,38518311.23,38948956.25
TX,28050518.32,787863.8972,4131158.531,72320.44181,3246443.232,4594393.289,2396695.583,1994308.634,18090202.02,8598665.5,139031.5553,2942221.154,11636488.91,884450.7892,6559472.168,6039269.323,5557967.323,37091376.62,2300534.968,9287643.263,34943974.42,1532403.87,8164073.063,20601964.14,7883210.821,12873228.13,28049019.39,32459422.92,3504486.947,24290422.22,24741664.87,12021460.07,14419735.68,2802357.093,19416500.34,18770871.79,5289518.054,26344258.27,28323296.91,39155826.91,48647746.84,11872193.69,10611132.6,4407070.91,27820423.77,19332187.47,11381264.95,21623194.79,43992087.2,76420358.4,46835286.12,27977573.31,27276423.03,25011376.41,64355061.77,105678130.7,47873787.85,23833841.96,65812507.42,55680910.3,53483860.88,63356948.86,63267383.94,71077165,100369665.8,82082497.76,42738048.39,61520770.82,42278054.56,102188439.2,71691831.02,74812664.25,108162636.9,91705968.09,57560961.72,76418485.06,95296826.35,63459648,78356602.64,104672699.2,245600961.4,139296581.2,165518149,119248779.7,125924222.9,84041371.29,97654002.23,65421894.51,54027887.89,105101002,22899290.8,44736800.92,54745901.72,53025356.72,70804484.2,47917680.47,19939583.88,60652046.83,110394926.6,247181682.1,244694248.1,159790346,174748483.9,188575561.7,202431541.7,194942290.3,205683408.3,213201760.4,245319202.5,244371205.6,208780069.3,163891221.2,173161063.1,133681904.6,144099559,162927814.8,178626756.9,193092633.9,202400358.4,207997768.1,206960941.7,206626036.2,205074348.1,203170493.1,202100829.6,202423167.6,201395463.1,200949161.6,201332344.5,202185952,203964293.5
